PF3D7_0204100.1-p1_1405_1454	PmUG01_04028300.1-p1	47	50	2296	4	50	1534	1580	74.468	35	2.28e-17	94
PF3D7_0204100.1-p1_1405_1454	PKNH_0417000.1-p1	46	50	2369	5	50	1616	1661	60.870	28	9.23e-15	92
PF3D7_0204100.1-p1_1405_1454	PVP01_0421000.1-p1	48	50	2502	3	50	1765	1812	56.250	27	2.02e-14	96
PF3D7_0204100.1-p1_1405_1454	PocGH01_04025700.1-p1	42	50	1955	9	50	1212	1253	59.524	25	4.48e-12	84
PF3D7_0204100.1-p1_1486_1527	PocGH01_04025700.1-p1	42	42	1955	1	42	1285	1326	85.714	36	4.05e-19	100
PF3D7_0204100.1-p1_1486_1527	PmUG01_04028300.1-p1	42	42	2296	1	42	1612	1652	80.952	34	4.04e-16	100
PF3D7_0204100.1-p1_1486_1527	PKNH_0417000.1-p1	42	42	2369	1	42	1693	1734	69.048	29	5.81e-15	100
PF3D7_0204100.1-p1_1486_1527	PVP01_0421000.1-p1	42	42	2502	1	42	1844	1885	61.905	26	3.55e-13	100
PF3D7_0204100.1-p1_1559_1588	PmUG01_04028300.1-p1	30	30	2296	1	30	1684	1713	90.000	27	2.75e-13	100
PF3D7_0204100.1-p1_1559_1588	PVP01_0421000.1-p1	30	30	2502	1	30	1917	1946	83.333	25	2.91e-13	100
PF3D7_0204100.1-p1_1559_1588	PKNH_0417000.1-p1	30	30	2369	1	30	1766	1795	90.000	27	4.02e-13	100
PF3D7_0204100.1-p1_1559_1588	PocGH01_04025700.1-p1	30	30	1955	1	30	1358	1387	83.333	25	3.64e-11	100
PF3D7_0204100.1-p1_1743_1879	PocGH01_08024700.1-p1	80	137	987	63	137	365	444	36.250	29	2.19e-09	55
PF3D7_0204100.1-p1_1743_1879	PocGH01_08024700.1-p1	45	137	987	84	128	403	447	42.222	19	5.41e-07	55
PF3D7_0204100.1-p1_1743_1879	PVP01_1124900.1-p1	61	137	2934	73	133	2791	2851	36.066	22	5.19e-06	45
PF3D7_0204100.1-p1:1780:1968	PocGH01_08024700.1-p1	69	189	987	53	121	385	453	36.232	25	5.25e-11	37
PF3D7_0204100.1-p1:1780:1968	PVP01_1124900.1-p1	83	189	2934	40	122	2777	2859	30.120	25	1.36e-07	44
PF3D7_0204100.1-p1:1780:1968	PVP01_1124900.1-p1	80	189	2934	40	119	2765	2844	32.500	26	1.63e-07	44
PF3D7_0204100.1-p1:1780:1968	PVP01_1124900.1-p1	80	189	2934	40	119	2753	2832	30.000	24	2.34e-06	44
PF3D7_0204100.1-p1:1780:1968	PmUG01_11050900.1-p1	86	189	5249	33	118	4107	4191	47.674	41	1.68e-07	46
PF3D7_0204100.1-p1:1780:1968	PmUG01_11050900.1-p1	81	189	5249	33	113	4083	4162	49.383	40	2.84e-06	46
PF3D7_0204100.1-p1:1780:1968	PocGH01_10017400.1-p1	102	189	412	22	123	251	348	39.216	40	1.84e-07	54
PF3D7_0204100.1-p1:1780:1968	PocGH01_11047000.1-p1	91	189	1879	42	132	1611	1701	29.670	27	1.93e-07	48
PF3D7_0204100.1-p1:1780:1968	PVP01_0109600.1-p1	70	189	2443	50	117	1708	1777	44.286	31	2.13e-07	42
PF3D7_0204100.1-p1:1780:1968	PVP01_0109600.1-p1	73	189	2443	43	113	1707	1779	39.726	29	2.59e-07	42
PF3D7_0204100.1-p1:1780:1968	PVP01_0109600.1-p1	72	189	2443	38	109	1710	1781	36.111	26	5.09e-06	42
PF3D7_0204100.1-p1:1780:1968	PocGH01_14053200.1-p1	134	189	6588	1	134	5056	5179	23.881	32	2.32e-06	71
PF3D7_0204100.1-p1_1897_2190	PVP01_0421000.1-p1	247	294	2502	48	294	2121	2363	60.729	150	2.69e-92	84
PF3D7_0204100.1-p1_1897_2190	PKNH_0417000.1-p1	273	294	2369	24	294	1940	2205	57.509	157	3.02e-91	92
PF3D7_0204100.1-p1_1897_2190	PmUG01_04028300.1-p1	276	294	2296	18	293	1933	2190	60.145	166	3.10e-89	94
PF3D7_0204100.1-p1_1897_2190	PocGH01_04025700.1-p1	258	294	1955	51	294	1606	1851	58.527	151	8.36e-87	83
PF3D7_0204100.1-p1_2205_2291	PmUG01_04028300.1-p1	87	87	2296	1	87	2206	2292	62.069	54	8.52e-29	100
PF3D7_0204100.1-p1_2205_2291	PocGH01_04025700.1-p1	88	87	1955	1	87	1866	1951	67.045	59	7.15e-28	100
PF3D7_0204100.1-p1_2205_2291	PVP01_0421000.1-p1	120	87	2502	2	87	2379	2498	35.000	42	5.33e-18	99
PF3D7_0204100.1-p1_2205_2291	PKNH_0417000.1-p1	75	87	2369	17	87	2291	2365	44.000	33	7.05e-13	82
PF3D7_0204100.1-p1_591_656	PocGH01_04025700.1-p1	67	66	1955	1	66	461	527	59.701	40	1.34e-19	100
PF3D7_0204100.1-p1_591_656	PVP01_0421000.1-p1	67	66	2502	1	66	1045	1111	52.239	35	6.06e-17	100
PF3D7_0204100.1-p1_591_656	PKNH_0417000.1-p1	67	66	2369	1	66	928	994	47.761	32	3.00e-15	100
PF3D7_0204100.1-p1_591_656	PmUG01_04028300.1-p1	67	66	2296	1	66	764	830	61.194	41	2.79e-12	100
PF3D7_0204100.1-p1_59_532	PocGH01_04025700.1-p1	282	474	1955	101	382	69	341	52.837	149	1.80e-87	59
PF3D7_0204100.1-p1_59_532	PmUG01_04028300.1-p1	297	474	2296	79	369	193	477	53.872	160	3.02e-87	61
PF3D7_0204100.1-p1_59_532	PKNH_0417000.1-p1	298	474	2369	101	391	527	816	47.987	143	2.45e-84	61
PF3D7_0204100.1-p1_59_532	PVP01_0421000.1-p1	324	474	2502	102	391	599	914	39.815	129	1.16e-76	61
PF3D7_0204100.1-p1_668_843	PVP01_0421000.1-p1	175	176	2502	2	176	1124	1278	30.857	54	8.97e-21	99
PF3D7_0204100.1-p1_668_843	PKNH_0417000.1-p1	178	176	2369	2	176	1007	1162	33.146	59	7.12e-18	99
PF3D7_0204100.1-p1_668_843	PocGH01_04025700.1-p1	188	176	1955	2	176	540	707	32.447	61	1.13e-17	99
PF3D7_0204100.1-p1_668_843	PmUG01_04028300.1-p1	176	176	2296	11	176	852	996	32.386	57	2.37e-15	94
PF3D7_0204100.1-p1_849_903	PmUG01_04028300.1-p1	55	55	2296	1	55	1002	1056	90.909	50	1.62e-31	100
PF3D7_0204100.1-p1_849_903	PKNH_0417000.1-p1	55	55	2369	1	55	1168	1222	81.818	45	1.74e-29	100
PF3D7_0204100.1-p1_849_903	PVP01_0421000.1-p1	55	55	2502	1	55	1284	1338	80.000	44	1.71e-28	100
PF3D7_0204100.1-p1_849_903	PocGH01_04025700.1-p1	55	55	1955	1	55	713	767	80.000	44	1.08e-27	100
PF3D7_0204100.1-p1_917_1018	PocGH01_04025700.1-p1	101	102	1955	1	101	781	881	84.158	85	3.10e-50	99
PF3D7_0204100.1-p1_917_1018	PmUG01_04028300.1-p1	102	102	2296	1	102	1070	1171	78.431	80	6.83e-48	100
PF3D7_0204100.1-p1_917_1018	PKNH_0417000.1-p1	102	102	2369	1	102	1236	1337	76.471	78	1.01e-46	100
PF3D7_0204100.1-p1_917_1018	PVP01_0421000.1-p1	102	102	2502	1	102	1352	1453	69.608	71	2.09e-44	100
PF3D7_0204200.1-p1:108:135	PmUG01_04028200.1-p1	27	28	273	1	27	105	131	70.370	19	3.49e-08	96
PF3D7_0204200.1-p1:108:135	PocGH01_04025600.1-p1	28	28	276	1	28	108	135	60.714	17	4.27e-08	100
PF3D7_0204200.1-p1:157:187	PKNH_0416900.1-p1	31	31	277	1	31	157	187	90.323	28	5.40e-14	100
PF3D7_0204200.1-p1:157:187	PocGH01_04025600.1-p1	31	31	276	1	31	157	187	83.871	26	5.94e-13	100
PF3D7_0204200.1-p1:157:187	PmUG01_04028200.1-p1	31	31	273	1	31	154	184	83.871	26	6.60e-13	100
PF3D7_0204200.1-p1_28_128	PocGH01_04025600.1-p1	101	101	276	1	101	28	128	63.366	64	3.03e-39	100
PF3D7_0204200.1-p1_28_128	PmUG01_04028200.1-p1	101	101	273	1	101	28	125	64.356	65	2.84e-37	100
PF3D7_0204200.1-p1_28_128	PKNH_0416900.1-p1	101	101	277	1	101	28	128	61.386	62	8.66e-37	100
PF3D7_0205600.1-p1_228_248	PmUG01_04026800.1-p1	21	21	752	1	21	321	341	90.476	19	8.26e-07	100
PF3D7_0205600.1-p1_228_248	PocGH01_04024200.1-p1	21	21	692	1	21	267	287	80.952	17	2.96e-06	100
PF3D7_0205600.1-p1_228_248	PKNH_0415300.1-p1	21	21	670	1	21	265	285	85.714	18	5.99e-06	100
PF3D7_0205600.1-p1_282_434	PVP01_0419500.1-p1	153	153	665	1	153	312	464	90.850	139	3.17e-95	100
PF3D7_0205600.1-p1_282_434	PKNH_0415300.1-p1	153	153	670	1	153	319	471	90.850	139	6.01e-95	100
PF3D7_0205600.1-p1_282_434	PmUG01_04026800.1-p1	153	153	752	1	153	375	527	90.850	139	9.01e-95	100
PF3D7_0205600.1-p1_282_434	PocGH01_04024200.1-p1	153	153	692	1	153	321	473	88.889	136	1.10e-81	100
PF3D7_0205600.1-p1_439_467	PocGH01_04024200.1-p1	29	29	692	1	29	478	506	72.414	21	5.70e-10	100
PF3D7_0205600.1-p1_439_467	PVP01_0419500.1-p1	29	29	665	1	29	469	497	72.414	21	9.03e-10	100
PF3D7_0205600.1-p1_439_467	PmUG01_04026800.1-p1	29	29	752	1	29	532	560	75.862	22	1.91e-09	100
PF3D7_0205600.1-p1_439_467	PKNH_0415300.1-p1	29	29	670	1	29	476	504	72.414	21	2.01e-09	100
PF3D7_0205600.1-p1_499_517	PocGH01_04024200.1-p1	19	19	692	1	19	538	556	84.211	16	9.10e-08	100
PF3D7_0205600.1-p1_499_517	PmUG01_04026800.1-p1	19	19	752	1	19	592	610	78.947	15	1.57e-07	100
PF3D7_0205600.1-p1_499_517	PVP01_0419500.1-p1	19	19	665	1	19	529	547	78.947	15	8.99e-07	100
PF3D7_0205600.1-p1_499_517	PKNH_0415300.1-p1	19	19	670	1	19	536	554	73.684	14	1.85e-06	100
PF3D7_0205600.1-p1_50_217	PocGH01_04024200.1-p1	207	168	692	1	168	50	256	54.106	112	7.22e-68	100
PF3D7_0205600.1-p1_50_217	PVP01_0419500.1-p1	198	168	665	1	168	50	247	51.010	101	3.41e-66	100
PF3D7_0205600.1-p1_50_217	PKNH_0415300.1-p1	205	168	670	1	168	50	254	51.220	105	2.82e-65	100
PF3D7_0205600.1-p1_50_217	PmUG01_04026800.1-p1	132	168	752	1	132	73	204	71.970	95	1.82e-60	100
PF3D7_0205600.1-p1_50_217	PmUG01_04026800.1-p1	45	168	752	124	168	266	310	51.111	23	3.45e-10	100
PF3D7_0205600.1-p1:521:547	PmUG01_04026800.1-p1	27	27	752	1	27	614	640	74.074	20	1.09e-08	100
PF3D7_0205600.1-p1:521:547	PVP01_0419500.1-p1	27	27	665	1	27	551	577	70.370	19	7.10e-08	100
PF3D7_0205600.1-p1:521:547	PocGH01_04024200.1-p1	27	27	692	1	27	560	586	74.074	20	1.87e-07	100
PF3D7_0205600.1-p1:521:547	PKNH_0415300.1-p1	27	27	670	1	27	558	584	66.667	18	2.54e-07	100
PF3D7_0205600.1-p1_8_42	PKNH_0415300.1-p1	35	35	670	1	35	8	42	88.571	31	1.71e-15	100
PF3D7_0205600.1-p1_8_42	PmUG01_04026800.1-p1	35	35	752	1	35	31	65	91.429	32	4.31e-15	100
PF3D7_0205600.1-p1_8_42	PocGH01_04024200.1-p1	35	35	692	1	35	8	42	80.000	28	6.46e-13	100
PF3D7_0205600.1-p1_8_42	PVP01_0419500.1-p1	35	35	665	1	35	8	42	77.143	27	1.04e-12	100
PF3D7_0207400.1-p1:293:341	PVP01_0417900.1-p1	48	49	1061	2	49	298	340	47.917	23	7.12e-06	98
PF3D7_0207400.1-p1:435:546	PocGH01_04022600.1-p1	149	112	1009	2	112	429	576	44.295	66	6.01e-34	99
PF3D7_0207400.1-p1:435:546	PmUG01_04025200.1-p1	138	112	976	2	112	429	566	45.652	63	3.40e-32	99
PF3D7_0207400.1-p1:435:546	PocGH01_04022500.1-p1	117	112	1027	1	112	496	610	51.282	60	1.49e-31	100
PF3D7_0207400.1-p1:435:546	PVP01_0417900.1-p1	114	112	1061	1	112	423	536	50.000	57	4.39e-31	100
PF3D7_0207400.1-p1:435:546	PVP01_0417800.1-p1	114	112	1017	1	112	464	577	51.754	59	8.04e-29	100
PF3D7_0207400.1-p1:435:546	PKNH_0413600.1-p1	123	112	1005	1	112	466	583	46.341	57	9.76e-29	100
PF3D7_0207400.1-p1:435:546	PmUG01_04025100.1-p1	117	112	1074	1	112	453	569	47.009	55	4.53e-27	100
PF3D7_0207400.1-p1:435:546	PKNH_0413700.1-p1	113	112	972	1	112	387	499	52.212	59	1.61e-26	100
PF3D7_0207400.1-p1:608:675	PVP01_0417900.1-p1	68	68	1061	1	68	598	665	64.706	44	1.57e-26	100
PF3D7_0207400.1-p1:608:675	PVP01_0417800.1-p1	68	68	1017	1	68	639	706	61.765	42	3.64e-25	100
PF3D7_0207400.1-p1:608:675	PKNH_0413700.1-p1	68	68	972	1	68	561	628	61.765	42	5.19e-24	100
PF3D7_0207400.1-p1:608:675	PKNH_0413600.1-p1	68	68	1005	1	68	645	712	58.824	40	2.94e-23	100
PF3D7_0207400.1-p1:608:675	PmUG01_04025100.1-p1	66	68	1074	3	68	633	698	62.121	41	4.74e-23	97
PF3D7_0207400.1-p1:608:675	PmUG01_04025200.1-p1	66	68	976	3	68	630	695	60.606	40	9.40e-22	97
PF3D7_0207400.1-p1:608:675	PocGH01_04022500.1-p1	66	68	1027	3	68	674	739	54.545	36	6.26e-20	97
PF3D7_0207400.1-p1:608:675	PocGH01_04022600.1-p1	68	68	1009	1	68	638	705	54.412	37	7.31e-20	100
PF3D7_0207400.1-p1:779:862	PVP01_0417900.1-p1	36	84	1061	1	36	769	803	58.333	21	4.53e-09	43
PF3D7_0207400.1-p1:779:862	PKNH_0413700.1-p1	33	84	972	1	33	732	763	66.667	22	6.64e-08	39
PF3D7_0207400.1-p1:779:862	PmUG01_04025200.1-p1	82	84	976	1	75	799	880	32.927	27	3.85e-06	89
PF3D7_0207400.1-p1:779:862	PocGH01_04022600.1-p1	36	84	1009	1	36	809	842	58.333	21	4.68e-06	43
PF3D7_0207400.1-p1_801_878	PmUG01_04025200.1-p1	86	78	976	1	78	824	909	33.721	29	5.12e-07	100
PF3D7_0207600.1-p1:23:135	PKNH_0413600.1-p1	102	113	1005	20	113	93	194	32.353	33	7.70e-09	83
PF3D7_0207600.1-p1:23:135	PocGH01_04022100.1-p1	44	113	1024	70	113	136	178	54.545	24	2.26e-07	39
PF3D7_0207600.1-p1:23:135	PVP01_0417800.1-p1	115	113	1017	10	113	81	194	33.043	38	3.74e-07	92
PF3D7_0207600.1-p1:23:135	PmUG01_04024400.1-p1	81	113	1004	33	113	85	159	40.741	33	8.52e-07	72
PF3D7_0207600.1-p1:23:135	PmUG01_04024300.1-p1	101	113	1095	22	113	56	153	37.624	38	9.08e-07	81
PF3D7_0207600.1-p1:23:135	PKNH_0413100.1-p1	88	113	950	35	113	59	145	37.500	33	1.41e-06	70
PF3D7_0207600.1-p1:23:135	PVP01_0417200.1-p1	122	113	1059	1	113	60	178	36.885	45	2.11e-06	100
PF3D7_0207600.1-p1:23:135	PmUG01_04024600.1-p1	29	113	1044	85	113	122	150	62.069	18	2.58e-06	26
PF3D7_0207600.1-p1:502:591	PmUG01_04024800.1-p1	102	90	988	1	90	469	567	39.216	40	2.16e-14	100
PF3D7_0207600.1-p1:502:591	PmUG01_04024300.1-p1	100	90	1095	1	90	438	536	38.000	38	7.06e-14	100
PF3D7_0207600.1-p1:502:591	PmUG01_04024700.1-p1	98	90	953	2	90	349	445	38.776	38	9.14e-14	99
PF3D7_0207600.1-p1:502:591	PocGH01_04022100.1-p1	91	90	1024	1	90	481	570	37.363	34	7.46e-13	100
PF3D7_0207600.1-p1:502:591	PVP01_0416900.1-p1	99	90	1149	2	90	500	593	36.364	36	9.55e-13	99
PF3D7_0207600.1-p1:502:591	PKNH_0413100.1-p1	98	90	950	3	90	445	540	35.714	35	1.07e-12	98
PF3D7_0207600.1-p1:502:591	PmUG01_04024600.1-p1	99	90	1044	1	90	448	545	34.343	34	3.38e-12	100
PF3D7_0207600.1-p1:502:591	PVP01_0417900.1-p1	106	90	1061	1	90	436	537	33.962	36	5.67e-12	100
PF3D7_0207600.1-p1:652:717	PmUG01_04024600.1-p1	64	66	1044	3	66	608	671	59.375	38	5.85e-22	97
PF3D7_0207600.1-p1:652:717	PmUG01_04024100.1-p1	65	66	1020	2	66	615	679	56.923	37	7.25e-22	98
PF3D7_0207600.1-p1:652:717	PmUG01_04024300.1-p1	64	66	1095	3	66	599	662	59.375	38	7.62e-22	97
PF3D7_0207600.1-p1:652:717	PmUG01_04024700.1-p1	64	66	953	3	66	508	571	59.375	38	1.05e-21	97
PF3D7_0207600.1-p1:652:717	PmUG01_04024800.1-p1	64	66	988	3	66	630	693	56.250	36	6.36e-21	97
PF3D7_0207600.1-p1:652:717	PVP01_0417000.1-p1	64	66	1105	3	66	650	713	57.812	37	1.35e-20	97
PF3D7_0207600.1-p1:652:717	PVP01_0417300.1-p1	64	66	1133	3	66	646	709	54.688	35	7.64e-20	97
PF3D7_0207600.1-p1:652:717	PVP01_0417600.1-p1	64	66	995	3	66	580	643	57.812	37	2.29e-19	97
PF3D7_0207600.1-p1:823:852	PmUG01_04024800.1-p1	30	30	988	1	30	799	828	56.667	17	9.70e-07	100
PF3D7_0207600.1-p1:823:852	PmUG01_04024300.1-p1	30	30	1095	1	30	768	797	56.667	17	1.09e-06	100
PF3D7_0207600.1-p1:823:852	PmUG01_04024400.1-p1	30	30	1004	1	30	770	799	56.667	17	2.19e-06	100
PF3D7_0207600.1-p1:823:852	PmUG01_04024600.1-p1	30	30	1044	1	30	777	806	50.000	15	2.59e-06	100
PF3D7_0207600.1-p1:823:852	PocGH01_04022100.1-p1	30	30	1024	1	30	802	831	53.333	16	6.84e-06	100
PF3D7_0207700.1-p1:417:488	PVP01_0417200.1-p1	82	72	1059	1	72	460	541	39.024	32	3.68e-15	100
PF3D7_0207700.1-p1:417:488	PmUG01_04024600.1-p1	100	72	1044	1	72	445	544	39.000	39	6.47e-15	100
PF3D7_0207700.1-p1:417:488	PmUG01_04024700.1-p1	100	72	953	1	72	345	444	38.000	38	2.27e-14	100
PF3D7_0207700.1-p1:417:488	PVP01_0416900.1-p1	97	72	1149	1	72	496	592	37.113	36	1.92e-13	100
PF3D7_0207700.1-p1:417:488	PocGH01_04022300.1-p1	86	72	898	1	72	431	516	36.047	31	1.13e-12	100
PF3D7_0207700.1-p1:417:488	PocGH01_04022100.1-p1	92	72	1024	1	72	478	569	34.783	32	2.03e-12	100
PF3D7_0207700.1-p1:417:488	PmUG01_04024100.1-p1	102	72	1020	1	72	451	552	36.275	37	1.24e-11	100
PF3D7_0207700.1-p1:417:488	PKNH_0413200.1-p1	82	72	1115	1	72	475	556	34.146	28	2.88e-11	100
PF3D7_0207700.1-p1:549:599	PmUG01_04024600.1-p1	51	51	1044	1	51	605	655	47.059	24	2.97e-10	100
PF3D7_0207700.1-p1:549:599	PmUG01_04024300.1-p1	51	51	1095	1	51	596	646	47.059	24	4.61e-10	100
PF3D7_0207700.1-p1:549:599	PVP01_0417600.1-p1	51	51	995	1	51	577	627	45.098	23	1.34e-09	100
PF3D7_0207700.1-p1:549:599	PocGH01_04022100.1-p1	50	51	1024	2	51	631	680	48.000	24	1.85e-09	98
PF3D7_0207700.1-p1:549:599	PocGH01_04022300.1-p1	50	51	898	2	51	578	627	48.000	24	2.99e-09	98
PF3D7_0207700.1-p1:549:599	PocGH01_04022400.1-p1	50	51	202	2	51	42	91	48.000	24	3.14e-09	98
PF3D7_0207700.1-p1:549:599	PmUG01_04024100.1-p1	51	51	1020	1	51	613	663	41.176	21	3.75e-09	100
