>PF3D7_0201300.1-p1  gene_product=stevor 
>PF3D7_0201400.1-p1  gene_product=Plasmodium exported protein (hyp10), unknown function 
>PF3D7_0201500.1-p1  gene_product=Plasmodium exported protein (hyp9), unknown function 
>PF3D7_0201600.1-p1  gene_product=PHISTb domain-containing RESA-like protein 1 
>PF3D7_0201700.1-p1  gene_product=DnaJ protein, putative 
>PF3D7_0201800.1-p1  gene_product=knob associated heat shock protein 40 
>PF3D7_0201900.1-p1  gene_product=erythrocyte membrane protein 3 
>PF3D7_0202000.1-p1  gene_product=knob-associated histidine-rich protein 
>PF3D7_0202100.1-p1  gene_product=liver stage associated protein 2 
>PF3D7_0202200.1-p1  gene_product=EMP1-trafficking protein 
>PF3D7_0202300.1-p1  gene_product=Plasmodium exported protein (hyp11), unknown function 
>PF3D7_0202400.1-p1  gene_product=translation-enhancing factor 
>PF3D7_0202500.1-p1  gene_product=early transcribed membrane protein 2 
>PF3D7_0202700.1-p1  gene_product=octaprenyl pyrophosphate synthase 
>PF3D7_0202800.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0202900.1-p1  gene_product=palmitoyltransferase DHHC12, putative 
>PF3D7_0203600.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0203800.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0203900.1-p1  gene_product=5'-3' exonuclease, putative 
>PF3D7_0204100.1-p1  gene_product=Sel1 repeat-containing protein, putative 
>PF3D7_0204200.1-p1  gene_product=translocation protein SEC66, putative 
>PF3D7_0204400.1-p1  gene_product=dynein light chain, putative 
>PF3D7_0204500.1-p1  gene_product=aspartate transaminase 
>PF3D7_0204600.1-p1  gene_product=5'-3' exonuclease, putative 
>PF3D7_0204700.1-p1  gene_product=hexose transporter 
>PF3D7_0204800.1-p1  gene_product=3'-5' exonuclease, putative 
>PF3D7_0204900.1-p1  gene_product=2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial, putative 
>PF3D7_0205100.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0205400.1-p1  gene_product=PCI domain-containing protein, putative 
>PF3D7_0205500.1-p1  gene_product=DNA-directed RNA polymerase II 16 kDa subunit, putative 
>PF3D7_0205600.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0206100.1-p1  gene_product=cysteine desulfuration protein SufE 
>PF3D7_0206200.1-p1  gene_product=pantothenate transporter 
>PF3D7_0206600.1-p1  gene_product=DNA-directed RNA polymerase III subunit RPC10, putative 
>PF3D7_0206700.1-p1  gene_product=adenylosuccinate lyase 
>PF3D7_0206800.1-p1  gene_product=merozoite surface protein 2 
>PF3D7_0206900.1-p1  gene_product=merozoite surface protein 5 
>PF3D7_0207000.1-p1  gene_product=merozoite surface protein 4 
>PF3D7_0207100.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0207200.1-p1  gene_product=iron-sulfur assembly protein, putative 
>PF3D7_0207300.1-p1  gene_product=serine repeat antigen 8 
>PF3D7_0207400.1-p1  gene_product=serine repeat antigen 7 
>PF3D7_0207500.1-p1  gene_product=serine repeat antigen 6 
>PF3D7_0207600.1-p1  gene_product=serine repeat antigen 5 
>PF3D7_0207700.1-p1  gene_product=serine repeat antigen 4 
>PF3D7_0207800.1-p1  gene_product=serine repeat antigen 3 
>PF3D7_0207900.1-p1  gene_product=serine repeat antigen 2 
>PF3D7_0208000.1-p1  gene_product=serine repeat antigen 1 
>PF3D7_0208100.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0208300.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0208400.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0208500.1-p1  gene_product=acyl carrier protein 
>PF3D7_0208600.1-p1  gene_product=ribosome-recycling factor 
>PF3D7_0208800.1-p1  gene_product=protein P22, putative 
>PF3D7_0208900.1-p1  gene_product=6-cysteine protein P230p 
>PF3D7_0209000.1-p1  gene_product=6-cysteine protein P230 
>PF3D7_0209200.1-p1  gene_product=exosome complex component MTR3, putative 
>PF3D7_0209300.1-p1  gene_product=2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase 
>PF3D7_0209400.1-p1  gene_product=ARMT1-like domain-containing protein, putative 
>PF3D7_0209600.1-p1  gene_product=transporter, putative 
>PF3D7_0209800.1-p1  gene_product=ATP-dependent RNA helicase UAP56 
>PF3D7_0210000.1-p1  gene_product=secretory complex protein 61 gamma subunit 
>PF3D7_0210100.1-p1  gene_product=60S ribosomal protein L37ae, putative 
>PF3D7_0210100.2-p1  gene_product=60S ribosomal protein L37ae, putative 
>PF3D7_0210200.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0210300.1-p1  gene_product=monocarboxylate transporter, putative 
>PF3D7_0210400.1-p1  gene_product=50S ribosomal protein L33, putative 
>PF3D7_0210500.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0210600.1-p1  gene_product=protein CERLI1 
>PF3D7_0210700.1-p1  gene_product=syntaxin, Qa-SNARE family 
>PF3D7_0210800.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0211100.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0211200.1-p1  gene_product=ras-related protein Rab-5A 
>PF3D7_0211300.1-p1  gene_product=ubiquinol-cytochrome-c reductase complex assembly factor 1, putative 
>PF3D7_0211400.1-p1  gene_product=beta-ketoacyl-ACP synthase III 
>PF3D7_0211500.1-p1  gene_product=GAF domain-related protein, putative 
>PF3D7_0211600.1-p1  gene_product=UDP-N-acetylglucosamine transferase subunit ALG14, putative 
>PF3D7_0211700.1-p1  gene_product=tyrosine kinase-like protein, putative 
>PF3D7_0211800.1-p1  gene_product=asparagine--tRNA ligase 
>PF3D7_0211900.1-p1  gene_product=pseudouridine synthase, putative 
>PF3D7_0212000.1-p1  gene_product=GDP-fructose:GMP antiporter, putative 
>PF3D7_0212200.1-p1  gene_product=ribosomal protein L12, mitochondrial, putative 
>PF3D7_0212300.1-p1  gene_product=eukaryotic peptide chain release factor subunit 1, putative 
>PF3D7_0212400.1-p1  gene_product=nucleoporin NUP390, putative 
>PF3D7_0212600.1-p1  gene_product=secreted protein with altered thrombospondin repeat domain 
>PF3D7_0212800.1-p1  gene_product=multidrug efflux pump, putative 
>PF3D7_0213000.1-p1  gene_product=conserved protein, unknown function 
>PF3D7_0213100.1-p1  gene_product=protein SIS1 
>PF3D7_0213200.1-p1  gene_product=mitochondrial respiratory chain complex II subunit, putative 
>PF3D7_0213300.1-p1  gene_product=conserved protein, unknown function 
>PF3D7_0213600.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0213700.1-p1  gene_product=conserved protein, unknown function 
>PF3D7_0213800.1-p1  gene_product=conserved protein, unknown function 
>PF3D7_0214000.1-p1  gene_product=T-complex protein 1 subunit theta 
>PF3D7_0214100.1-p1  gene_product=protein transport protein SEC31 
>PF3D7_0214200.1-p1  gene_product=ribosomal protein L13, mitochondrial 
>PF3D7_0214500.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0214800.1-p1  gene_product=conserved Plasmodium membrane protein, unknown function 
>PF3D7_0214900.1-p1  gene_product=rhoptry neck protein 6 
>PF3D7_0215000.1-p1  gene_product=acyl-CoA synthetase 
>PF3D7_0215100.1-p1  gene_product=RING zinc finger protein, putative 
>PF3D7_0215300.1-p1  gene_product=acyl-CoA synthetase 
>PF3D7_0215400.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0215500.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0215600.1-p1  gene_product=Golgi to ER traffic protein 2 
>PF3D7_0215900.1-p1  gene_product=palmitoyltransferase DHHC11, putative 
>PF3D7_0216200.1-p1  gene_product=Alba domain-containing protein, putative 
>PF3D7_0216300.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0216400.1-p1  gene_product=vacuolar protein sorting-associated protein 45 
>PF3D7_0216600.1-p1  gene_product=sugar transporter, putative 
>PF3D7_0216800.1-p1  gene_product=TMEM121 domain-containing protein, putative 
>PF3D7_0217000.1-p1  gene_product=conserved Plasmodium membrane protein, unknown function 
>PF3D7_0217100.1-p1  gene_product=ATP synthase subunit alpha, mitochondrial 
>PF3D7_0217200.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0217300.1-p1  gene_product=AP-2 complex subunit sigma, putative 
>PF3D7_0217400.1-p1  gene_product=conserved protein, unknown function 
>PF3D7_0217500.1-p1  gene_product=calcium-dependent protein kinase 1 
>PF3D7_0217900.1-p1  gene_product=thioesterase/thiol ester dehydrase-isomerase, putative 
>PF3D7_0218000.1-p1  gene_product=replication factor C subunit 2, putative 
>PF3D7_0218100.1-p1  gene_product=conserved protein, unknown function 
>PF3D7_0218300.1-p1  gene_product=rRNA methyltransferase, putative 
>PF3D7_0219300.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0219400.1-p1  gene_product=ribosome associated membrane protein RAMP4, putative 
>PF3D7_0219500.1-p1  gene_product=pseudouridine synthase, putative 
>PF3D7_0219700.1-p1  gene_product=Plasmodium exported protein (PHISTc), unknown function 
>PF3D7_0219800.1-p1  gene_product=Plasmodium exported protein (PHISTc), unknown function 
>PF3D7_0219900.1-p1  gene_product=Plasmodium exported protein, unknown function 
>PF3D7_0220000.1-p1  gene_product=liver stage antigen 3 
>PF3D7_0220100.1-p1  gene_product=DnaJ protein, putative 
>PF3D7_0220200.1-p1  gene_product=Plasmodium exported protein, unknown function 
>PF3D7_0220300.1-p1  gene_product=Plasmodium exported protein, unknown function 
>PF3D7_0220500.1-p1  gene_product=Plasmodium exported protein (hyp2), unknown function 
>PF3D7_0220600.1-p1  gene_product=Plasmodium exported protein (hyp9), unknown function 
>PF3D7_0220700.1-p1  gene_product=Plasmodium exported protein (hyp9), unknown function 
>PF3D7_0220800.1-p1  gene_product=cytoadherence linked asexual protein 2 
>PF3D7_0221000.1-p1  gene_product=Plasmodium exported protein, unknown function 
>PF3D7_0221200.1-p1  gene_product=Plasmodium exported protein (hyp15), unknown function 
>PF3D7_0221400.1-p1  gene_product=stevor 
>PF3D7_0221700.1-p1  gene_product=Plasmodium exported protein, unknown function 
>PF3D7_0221800.1-p1  gene_product=hypothetical protein 
>PF3D7_0222500.1-p1  gene_product=rifin 
>PF3D7_0222600.1-p1  gene_product=rifin 
>PF3D7_0222700.1-p1  gene_product=rifin 
>PF3D7_0222800.1-p1  gene_product=stevor 
>PF3D7_0223100.1-p1  gene_product=rifin 
>PF3D7_0223200.1-p1  gene_product=rifin 
>PF3D7_0223400.1-p1  gene_product=rifin 
>PF3D7_0223500.1-p1  gene_product=erythrocyte membrane protein 1, PfEMP1 
>PF3D7_0300100.1-p1  gene_product=erythrocyte membrane protein 1, PfEMP1 
>PF3D7_0300200.1-p1  gene_product=rifin 
>PF3D7_0300400.1-p1  gene_product=stevor 
>PF3D7_0300500.1-p1  gene_product=rifin 
>PF3D7_0300600.1-p1  gene_product=Plasmodium exported protein, unknown function, fragment 
>PF3D7_0300700.1-p1  gene_product=rifin 
>PF3D7_0300900.1-p1  gene_product=stevor 
>PF3D7_0301000.1-p1  gene_product=acyl-CoA synthetase 
>PF3D7_0301100.1-p1  gene_product=Plasmodium exported protein (hyp13), unknown function 
>PF3D7_0301200.1-p1  gene_product=serine/threonine protein kinase, FIKK family 
>PF3D7_0301300.1-p1  gene_product=epoxide hydrolase 1 
>PF3D7_0301400.1-p1  gene_product=Plasmodium exported protein, unknown function 
>PF3D7_0301500.1-p1  gene_product=Plasmodium exported protein, unknown function 
>PF3D7_0301600.1-p1  gene_product=Plasmodium exported protein (hyp1), unknown function 
>PF3D7_0301700.1-p1  gene_product=Plasmodium exported protein, unknown function 
>PF3D7_0301800.1-p1  gene_product=Plasmodium exported protein, unknown function 
>PF3D7_0301900.1-p1  gene_product=conserved protein, unknown function 
>PF3D7_0302100.1-p1  gene_product=serine/threonine protein kinase 
>PF3D7_0302500.1-p1  gene_product=cytoadherence linked asexual protein 3.1 
>PF3D7_0302600.1-p1  gene_product=ABC transporter B family member 4, putative 
>PF3D7_0302700.1-p1  gene_product=CDGSH iron-sulfur domain-containing protein, putative 
>PF3D7_0302800.1-p1  gene_product=RNA-binding protein, putative 
>PF3D7_0302900.1-p1  gene_product=exportin-1, putative 
>PF3D7_0303000.1-p1  gene_product=N-ethylmaleimide-sensitive fusion protein 
>PF3D7_0303100.1-p1  gene_product=CLP1 P-loop domain-containing protein, putative 
>PF3D7_0303300.1-p1  gene_product=DNA-directed RNA polymerases I, II, and III subunit RPABC2, putative 
>PF3D7_0303400.1-p1  gene_product=palmitoyltransferase DHHC1 
>PF3D7_0303500.1-p1  gene_product=spindle pole body protein, putative 
>PF3D7_0303700.1-p1  gene_product=lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex 
>PF3D7_0303800.1-p1  gene_product=IBR domain protein, putative 
>PF3D7_0303900.1-p1  gene_product=phosphatidylethanolamine-binding protein, putative 
>PF3D7_0304300.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0304400.1-p1  gene_product=60S ribosomal protein L44 
>PF3D7_0304500.1-p1  gene_product=1-cys-glutaredoxin-like protein-1 
>PF3D7_0304600.1-p1  gene_product=circumsporozoite (CS) protein 
>PF3D7_0304700.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0304800.1-p1  gene_product=conserved Plasmodium membrane protein, unknown function 
>PF3D7_0305000.1-p1  gene_product=elongation factor Ts 
>PF3D7_0305100.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0305300.1-p1  gene_product=transporter, putative 
>PF3D7_0305400.1-p1  gene_product=conserved protein, unknown function 
>PF3D7_0305500.1-p1  gene_product=protein dopey homolog, putative 
>PF3D7_0305600.1-p1  gene_product=DNA-(apurinic or apyrimidinic site) endonuclease 
>PF3D7_0305700.1-p1  gene_product=ubiquitin-conjugating enzyme MMS2, putative 
>PF3D7_0305800.1-p1  gene_product=P-loop containing nucleoside triphosphate hydrolase, putative 
>PF3D7_0305900.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0306000.1-p1  gene_product=cytochrome b-c1 complex subunit 8, putative 
>PF3D7_0306200.1-p1  gene_product=activator of Hsp90 ATPase 
>PF3D7_0306400.1-p1  gene_product=FAD-dependent glycerol-3-phosphate dehydrogenase, putative 
>PF3D7_0306500.1-p1  gene_product=cytochrome c oxidase subunit 6c, putative 
>PF3D7_0306700.1-p1  gene_product=ER membrane protein complex subunit 5, putative 
>PF3D7_0306800.1-p1  gene_product=T-complex protein 1 subunit beta 
>PF3D7_0307100.1-p1  gene_product=40S ribosomal protein S12, putative 
>PF3D7_0307200.1-p1  gene_product=60S ribosomal protein L7, putative 
>PF3D7_0307400.1-p1  gene_product=ATP-dependent Clp protease proteolytic subunit 
>PF3D7_0307800.1-p1  gene_product=PDZ domain-containing protein, putative 
>PF3D7_0308000.1-p1  gene_product=DNA polymerase delta small subunit, putative 
>PF3D7_0308600.1-p1  gene_product=pre-mRNA-processing factor 19, putative 
>PF3D7_0308800.1-p1  gene_product=conserved protein, unknown function 
>PF3D7_0308900.1-p1  gene_product=splicing factor 3B subunit 1, putative 
>PF3D7_0309100.1-p1  gene_product=OMD protein, putative 
>PF3D7_0309200.1-p1  gene_product=serine/threonine protein kinase ARK2, putative 
>PF3D7_0309500.1-p1  gene_product=asparagine synthetase [glutamine-hydrolyzing], putative 
>PF3D7_0309900.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0310000.1-p1  gene_product=50S ribosomal protein L9, apicoplast, putative 
>PF3D7_0310300.1-p1  gene_product=phosphoglycerate mutase, putative 
>PF3D7_0310400.1-p1  gene_product=parasite-infected erythrocyte surface protein 
>PF3D7_0310500.1-p1  gene_product=ATP-dependent RNA helicase DHX57, putative 
>PF3D7_0310600.1-p1  gene_product=eukaryotic translation initiation factor 3 subunit K, putative 
>PF3D7_0310700.1-p1  gene_product=trafficking protein particle complex subunit 4, putative 
>PF3D7_0310800.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0311000.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0311200.1-p1  gene_product=valine--tRNA ligase, putative 
>PF3D7_0311500.1-p1  gene_product=conserved protein, unknown function 
>PF3D7_0311600.1-p1  gene_product=dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST1, putative 
>PF3D7_0311700.1-p1  gene_product=plasmepsin VI 
>PF3D7_0311800.1-p1  gene_product=ATP synthase F0 subunit d-like protein, putative 
>PF3D7_0311900.1-p1  gene_product=heptatricopeptide repeat-containing protein, putative 
>PF3D7_0312000.1-p1  gene_product=conserved protein, unknown function 
>PF3D7_0312100.1-p1  gene_product=E3 ubiquitin-protein ligase 
>PF3D7_0312300.1-p1  gene_product=26S proteasome regulatory subunit RPN12, putative 
>PF3D7_0312400.1-p1  gene_product=glycogen synthase kinase-3 beta 
>PF3D7_0312500.1-p1  gene_product=multidrug-resistant modulator MFR3 
>PF3D7_0312900.1-p1  gene_product=hypothetical protein 
>PF3D7_0313100.1-p1  gene_product=ubiquitin-protein ligase, putative 
>PF3D7_0313200.1-p1  gene_product=conserved protein, unknown function 
>PF3D7_0313300.1-p1  gene_product=YGGT family protein, putative 
>PF3D7_0313500.1-p1  gene_product=Ras-like G protein 
>PF3D7_0313700.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0313800.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0313900.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0314000.1-p1  gene_product=HSP20-like chaperone, putative 
>PF3D7_0314100.1-p1  gene_product=vesicle transport v-SNARE protein, putative 
>PF3D7_0314200.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0314300.1-p1  gene_product=DER1-like protein 
>PF3D7_0314400.1-p1  gene_product=serine/threonine protein phosphatase 6, putative 
>PF3D7_0314600.1-p1  gene_product=conserved protein, unknown function 
>PF3D7_0314800.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0314900.1-p1  gene_product=conserved Plasmodium membrane protein, unknown function 
>PF3D7_0315000.1-p1  gene_product=zinc finger protein, putative 
>PF3D7_0315200.1-p1  gene_product=circumsporozoite- and TRAP-related protein 
>PF3D7_0315400.1-p1  gene_product=conserved Plasmodium protein, unknown function 
>PF3D7_0315500.1-p1  gene_product=ribosomal protein L47, mitochondrial, putative 
>PF3D7_0315700.1-p1  gene_product=conserved Plasmodium membrane protein, unknown function 
